route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1,4,45,"1A DOWNTOWN",0,,6
1,4,46,"1A DOWNTOWN",0,,6
1,4,47,"1A DOWNTOWN",0,,6
1,4,48,"1A DOWNTOWN",0,,6
1,4,49,"1A DOWNTOWN",0,,6
1,4,50,"1A DOWNTOWN",0,,6
1,4,51,"1A DOWNTOWN",0,,6
1,4,52,"1A DOWNTOWN",0,,6
1,4,53,"1A DOWNTOWN",0,,6
1,4,54,"1A DOWNTOWN",0,,6
1,5,55,"1A DOWNTOWN",0,,7
1,5,56,"1A DOWNTOWN",0,,7
1,5,57,"1A DOWNTOWN",0,,7
1,5,58,"1A DOWNTOWN",0,,7
1,5,59,"1A DOWNTOWN",0,,7
1,5,60,"1A DOWNTOWN",0,,7
1,5,61,"1A DOWNTOWN",0,,7
1,5,62,"1A DOWNTOWN",0,,7
1,5,63,"1A DOWNTOWN",0,,7
1,6,64,"1A DOWNTOWN",0,,8
1,6,65,"1A DOWNTOWN",0,,8
1,6,66,"1A DOWNTOWN",0,,8
1,6,67,"1A DOWNTOWN",0,,8
1,6,68,"1A DOWNTOWN",0,,8
1,6,69,"1A DOWNTOWN",0,,8
1,6,70,"1A DOWNTOWN",0,,8
1,6,71,"1A DOWNTOWN",0,,8
1,6,72,"1A DOWNTOWN",0,,8
1,5,73,"1B DOWNTOWN",0,,9
1,5,74,"1B DOWNTOWN",0,,9
1,5,75,"1B DOWNTOWN",0,,9
1,5,76,"1B DOWNTOWN",0,,9
1,5,77,"1B DOWNTOWN",0,,9
1,5,78,"1B DOWNTOWN",0,,9
1,5,79,"1B DOWNTOWN",0,,9
1,5,80,"1B DOWNTOWN",0,,9
1,5,81,"1B DOWNTOWN",0,,9
1,5,82,"1B DOWNTOWN",0,,9
1,5,83,"1B DOWNTOWN",0,,9
1,5,84,"1B DOWNTOWN",0,,9
1,5,85,"1B DOWNTOWN",0,,9
1,5,86,"1B DOWNTOWN",0,,9
1,5,87,"1B DOWNTOWN",0,,9
1,5,88,"1B DOWNTOWN",0,,9
1,5,89,"1B DOWNTOWN",0,,9
1,5,90,"1B DOWNTOWN",0,,9
1,5,91,"1B DOWNTOWN",0,,9
1,5,92,"1B DOWNTOWN",0,,9
1,6,93,"1B DOWNTOWN",0,,10
1,6,94,"1B DOWNTOWN",0,,10
1,6,95,"1B DOWNTOWN",0,,10
1,6,96,"1B DOWNTOWN",0,,10
1,6,97,"1B DOWNTOWN",0,,10
1,6,98,"1B DOWNTOWN",0,,10
1,6,99,"1B DOWNTOWN",0,,10
1,6,100,"1B DOWNTOWN",0,,10
1,6,101,"1B DOWNTOWN",0,,10
1,6,102,"1B DOWNTOWN",0,,10
1,6,103,"1B DOWNTOWN",0,,10
1,6,104,"1B DOWNTOWN",0,,10
1,6,105,"1B DOWNTOWN",0,,10
1,6,106,"1B DOWNTOWN",0,,10
1,6,107,"1B DOWNTOWN",0,,10
1,6,108,"1B DOWNTOWN",0,,10
1,6,109,"1B DOWNTOWN",0,,10
1,6,110,"1B DOWNTOWN",0,,10
1,6,111,"1B DOWNTOWN",0,,10
1,6,112,"1B DOWNTOWN",0,,10
1,5,113,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,11
1,5,114,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,11
1,5,115,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,11
1,6,116,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,12
1,6,117,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,12
1,6,118,"1B DOWNTOWN VIA SOUTH OGDEN PLAZA",0,,12
1,1,119,"1A CITY LINE",1,,13
1,1,120,"1A CITY LINE",1,,13
1,1,121,"1A CITY LINE",1,,13
1,1,122,"1A CITY LINE",1,,13
1,1,123,"1A CITY LINE",1,,13
1,1,124,"1A CITY LINE",1,,13
1,1,125,"1A CITY LINE",1,,13
1,1,126,"1A CITY LINE",1,,13
1,1,127,"1A CITY LINE",1,,13
1,1,128,"1A CITY LINE",1,,13
1,1,129,"1A CITY LINE",1,,13
1,1,130,"1A CITY LINE",1,,13
1,1,131,"1A CITY LINE",1,,13
1,2,132,"1B APPLETREE",1,,14
1,2,133,"1B APPLETREE",1,,14
1,1,134,"1B APPLETREE",1,,15
1,1,135,"1B APPLETREE",1,,15
1,2,136,"1A CITY LINE",1,,16
1,2,137,"1A CITY LINE",1,,16
1,2,138,"1A CITY LINE",1,,16
1,2,139,"1A CITY LINE",1,,16
1,2,140,"1A CITY LINE",1,,16
1,2,141,"1A CITY LINE",1,,16
1,2,142,"1A CITY LINE",1,,16
1,2,143,"1A CITY LINE",1,,16
1,2,144,"1A CITY LINE",1,,16
1,2,145,"1A CITY LINE",1,,16
1,2,146,"1A CITY LINE",1,,16
1,2,147,"1A CITY LINE",1,,16
1,2,148,"1A CITY LINE",1,,16
1,3,149,"1A CITY LINE",1,,17
1,3,150,"1A CITY LINE",1,,17
1,3,151,"1A CITY LINE",1,,17
1,3,152,"1A CITY LINE",1,,17
1,3,153,"1A CITY LINE",1,,17
1,3,154,"1A CITY LINE",1,,17
1,3,155,"1A CITY LINE",1,,17
1,3,156,"1A CITY LINE",1,,17
1,3,157,"1A CITY LINE",1,,17
1,3,158,"1A CITY LINE",1,,17
1,3,159,"1A CITY LINE",1,,17
1,3,160,"1A CITY LINE",1,,17
1,3,161,"1A CITY LINE",1,,17
1,4,162,"1A CITY LINE",1,,18
1,4,163,"1A CITY LINE",1,,18
1,4,164,"1A CITY LINE",1,,18
1,4,165,"1A CITY LINE",1,,18
1,4,166,"1A CITY LINE",1,,18
1,4,167,"1A CITY LINE",1,,18
1,4,168,"1A CITY LINE",1,,18
1,4,169,"1A CITY LINE",1,,18
1,4,170,"1A CITY LINE",1,,18
1,4,171,"1A CITY LINE",1,,18
1,4,172,"1A CITY LINE",1,,18
1,4,173,"1A CITY LINE",1,,18
1,4,174,"1A CITY LINE",1,,18
1,7,175,"1A CITY LINE",1,,19
1,6,176,"1B APPLETREE",1,,20
1,6,177,"1B APPLETREE",1,,20
1,6,178,"1B APPLETREE",1,,20
1,6,179,"1B APPLETREE",1,,20
1,6,180,"1B APPLETREE",1,,20
1,6,181,"1B APPLETREE",1,,20
1,6,182,"1B APPLETREE",1,,20
1,6,183,"1B APPLETREE",1,,20
1,6,184,"1B APPLETREE",1,,20
1,6,185,"1B APPLETREE",1,,20
1,6,186,"1B APPLETREE",1,,20
1,6,187,"1B APPLETREE",1,,20
1,6,188,"1B APPLETREE",1,,20
1,6,189,"1B APPLETREE",1,,20
1,6,190,"1B APPLETREE",1,,20
1,6,191,"1B APPLETREE",1,,20
1,6,192,"1B APPLETREE",1,,20
1,6,193,"1B APPLETREE",1,,20
1,6,194,"1B APPLETREE",1,,20
1,6,195,"1B APPLETREE",1,,20
1,6,196,"1B APPLETREE",1,,20
1,6,197,"1B APPLETREE",1,,20
1,5,198,"1A CITY LINE",1,,21
1,5,199,"1A CITY LINE",1,,21
1,5,200,"1A CITY LINE",1,,21
1,5,201,"1A CITY LINE",1,,21
1,5,202,"1A CITY LINE",1,,21
1,8,203,"1A CITY LINE",1,,22
1,5,204,"1B APPLETREE",1,,23
1,5,205,"1B APPLETREE",1,,23
1,5,206,"1B APPLETREE",1,,23
1,5,207,"1B APPLETREE",1,,23
1,5,208,"1B APPLETREE",1,,23
1,5,209,"1B APPLETREE",1,,23
1,5,210,"1B APPLETREE",1,,23
1,5,211,"1B APPLETREE",1,,23
1,5,212,"1B APPLETREE",1,,23
1,5,213,"1B APPLETREE",1,,23
1,5,214,"1B APPLETREE",1,,23
1,5,215,"1B APPLETREE",1,,23
1,5,216,"1B APPLETREE",1,,23
1,5,217,"1B APPLETREE",1,,23
1,5,218,"1B APPLETREE",1,,23
1,5,219,"1B APPLETREE",1,,23
1,5,220,"1B APPLETREE",1,,23
1,5,221,"1B APPLETREE",1,,23
1,5,222,"1B APPLETREE",1,,23
1,5,223,"1B APPLETREE",1,,23
1,5,224,"1B APPLETREE",1,,23
1,5,225,"1B APPLETREE",1,,23
1,6,226,"1A CITY LINE",1,,24
1,6,227,"1A CITY LINE",1,,24
1,6,228,"1A CITY LINE",1,,24
1,6,229,"1A CITY LINE",1,,24
1,6,230,"1A CITY LINE",1,,24
1,5,231,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,25
1,5,232,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,25
1,5,233,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,25
1,6,234,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,26
1,6,235,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,26
1,6,236,"1B APPLETREE VIA SOUTH OGDEN PLAZA",1,,26
101,7,237,"101C MCKINLEY HS",0,,27
101,8,238,"101C MCKINLEY HS",0,,28
101,7,239,"101A McKINLEY HS",0,,29
101,8,240,"101A McKINLEY HS",0,,30
101,7,241,"101A McKINLEY HS",0,,31
101,8,242,"101A McKINLEY HS",0,,32
101,7,243,"101D CITY LINE",1,,33
101,8,244,"101D CITY LINE",1,,34
101,7,245,"101B UTICA STA",1,,35
101,8,246,"101B UTICA STA",1,,36
102,7,247,"102B CITY LINE 102 VIA THRUWAY",0,,37
102,8,248,"102B CITY LINE 102 VIA THRUWAY",0,,38
102,7,249,"102B CITY LINE",0,,39
102,8,250,"102B CITY LINE",0,,40
102,7,251,"102F McKINLEY HS",1,,41
102,8,252,"102F McKINLEY HS",1,,42
103,7,253,"103A ABBOTT",0,,43
103,8,254,"103A ABBOTT",0,,44
103,7,255,"103A ST. MARYS HS LANCASTER",1,,45
103,8,256,"103A ST. MARYS HS LANCASTER",1,,46
104,7,257,"104F CITY LINE",1,,47
104,8,258,"104F CITY LINE",1,,48
106,7,259,"106A SOUTH PARK- BAILEY",0,,49
106,8,260,"106A SOUTH PARK- BAILEY",0,,50
106,7,261,"106A ST. FRANCIS- IMMACULATA",1,,51
106,8,262,"106A ST. FRANCIS- IMMACULATA",1,,52
11,1,263,"11A DOWNTOWN",0,,53
11,1,264,"11A DOWNTOWN",0,,53
11,1,265,"11A DOWNTOWN",0,,53
11,1,266,"11A DOWNTOWN",0,,53
11,1,267,"11A DOWNTOWN",0,,53
11,2,268,"11A DOWNTOWN",0,,54
11,2,269,"11A DOWNTOWN",0,,54
11,2,270,"11A DOWNTOWN",0,,54
11,2,271,"11A DOWNTOWN",0,,54
11,2,272,"11A DOWNTOWN",0,,54
11,1,273,"11D DOWNTOWN",0,,55
11,1,274,"11D DOWNTOWN",0,,55
11,1,275,"11D DOWNTOWN",0,,55
11,1,276,"11D DOWNTOWN",0,,55
11,1,277,"11D DOWNTOWN",0,,55
11,1,278,"11D DOWNTOWN",0,,55
11,2,279,"11D DOWNTOWN",0,,56
11,2,280,"11D DOWNTOWN",0,,56
11,2,281,"11D DOWNTOWN",0,,56
11,2,282,"11D DOWNTOWN",0,,56
11,2,283,"11D DOWNTOWN",0,,56
11,2,284,"11D DOWNTOWN",0,,56
11,3,285,"11A DOWNTOWN",0,,57
11,3,286,"11A DOWNTOWN",0,,57
11,3,287,"11A DOWNTOWN",0,,57
11,3,288,"11A DOWNTOWN",0,,57
11,3,289,"11A DOWNTOWN",0,,57
11,3,290,"11A DOWNTOWN",0,,57
11,4,291,"11A DOWNTOWN",0,,58
11,4,292,"11A DOWNTOWN",0,,58
11,4,293,"11A DOWNTOWN",0,,58
11,4,294,"11A DOWNTOWN",0,,58
11,4,295,"11A DOWNTOWN",0,,58
11,4,296,"11A DOWNTOWN",0,,58
11,3,297,"11D DOWNTOWN",0,,59
11,3,298,"11D DOWNTOWN",0,,59
11,3,299,"11D DOWNTOWN",0,,59
11,3,300,"11D DOWNTOWN",0,,59
11,3,301,"11D DOWNTOWN",0,,59
11,4,302,"11D DOWNTOWN",0,,60
11,4,303,"11D DOWNTOWN",0,,60
11,4,304,"11D DOWNTOWN",0,,60
11,4,305,"11D DOWNTOWN",0,,60
11,4,306,"11D DOWNTOWN",0,,60
11,5,307,"11A DOWNTOWN",0,,61
11,6,308,"11A DOWNTOWN",0,,62
11,7,309,"11A DOWNTOWN",0,,63
11,7,310,"11A DOWNTOWN",0,,63
11,8,311,"11A DOWNTOWN",0,,64
11,8,312,"11A DOWNTOWN",0,,64
11,5,313,"11A DOWNTOWN",0,,65
11,5,314,"11A DOWNTOWN",0,,65
11,5,315,"11A DOWNTOWN",0,,65
11,5,316,"11A DOWNTOWN",0,,65
11,5,317,"11A DOWNTOWN",0,,65
11,6,318,"11A DOWNTOWN",0,,66
11,6,319,"11A DOWNTOWN",0,,66
11,6,320,"11A DOWNTOWN",0,,66
11,6,321,"11A DOWNTOWN",0,,66
11,6,322,"11A DOWNTOWN",0,,66
11,5,323,"11D DOWNTOWN",0,,67
11,6,324,"11D DOWNTOWN",0,,68
11,6,325,"11D DOWNTOWN",0,,68
11,6,326,"11D DOWNTOWN",0,,68
11,6,327,"11D DOWNTOWN",0,,68
11,6,328,"11D DOWNTOWN",0,,68
11,6,329,"11D DOWNTOWN",0,,68
11,6,330,"11D DOWNTOWN",0,,68
11,6,331,"11D DOWNTOWN",0,,68
11,6,332,"11D DOWNTOWN",0,,68
11,6,333,"11D DOWNTOWN",0,,68
11,6,334,"11D DOWNTOWN",0,,68
11,6,335,"11D DOWNTOWN",0,,68
11,6,336,"11D DOWNTOWN",0,,68
11,6,337,"11D DOWNTOWN",0,,68
11,6,338,"11D DOWNTOWN",0,,68
11,6,339,"11D DOWNTOWN",0,,68
11,6,340,"11D DOWNTOWN",0,,68
11,6,341,"11D DOWNTOWN",0,,68
11,5,342,"11D DOWNTOWN",0,,69
11,5,343,"11D DOWNTOWN",0,,69
11,5,344,"11D DOWNTOWN",0,,69
11,5,345,"11D DOWNTOWN",0,,69
11,5,346,"11D DOWNTOWN",0,,69
11,5,347,"11D DOWNTOWN",0,,69
11,5,348,"11D DOWNTOWN",0,,69
11,5,349,"11D DOWNTOWN",0,,69
11,5,350,"11D DOWNTOWN",0,,69
11,5,351,"11D DOWNTOWN",0,,69
11,5,352,"11D DOWNTOWN",0,,69
11,5,353,"11D DOWNTOWN",0,,69
11,5,354,"11D DOWNTOWN",0,,69
11,5,355,"11D DOWNTOWN",0,,69
11,5,356,"11D DOWNTOWN",0,,69
11,5,357,"11D DOWNTOWN",0,,69
11,5,358,"11D DOWNTOWN",0,,69
11,1,359,"11A PARAMOUNT",1,,70
11,1,360,"11A PARAMOUNT",1,,70
11,1,361,"11A PARAMOUNT",1,,70
11,1,362,"11A PARAMOUNT",1,,70
11,1,363,"11A PARAMOUNT",1,,70
11,2,364,"11A PARAMOUNT",1,,71
11,2,365,"11A PARAMOUNT",1,,71
11,2,366,"11A PARAMOUNT",1,,71
11,2,367,"11A PARAMOUNT",1,,71
11,2,368,"11A PARAMOUNT",1,,71
11,1,369,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,1,370,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,1,371,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,1,372,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,1,373,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,1,374,"11D TONAWANDA INDUSTRIAL PARK",1,,72
11,2,375,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,2,376,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,2,377,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,2,378,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,2,379,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,2,380,"11D TONAWANDA INDUSTRIAL PARK",1,,73
11,3,381,"11A PARAMOUNT",1,,74
11,3,382,"11A PARAMOUNT",1,,74
11,3,383,"11A PARAMOUNT",1,,74
11,3,384,"11A PARAMOUNT",1,,74
11,3,385,"11A PARAMOUNT",1,,74
11,3,386,"11A PARAMOUNT",1,,74
11,4,387,"11A PARAMOUNT",1,,75
11,4,388,"11A PARAMOUNT",1,,75
11,4,389,"11A PARAMOUNT",1,,75
11,4,390,"11A PARAMOUNT",1,,75
11,4,391,"11A PARAMOUNT",1,,75
11,4,392,"11A PARAMOUNT",1,,75
11,3,393,"11D TONAWANDA INDUSTRIAL PARK",1,,76
11,3,394,"11D TONAWANDA INDUSTRIAL PARK",1,,76
11,3,395,"11D TONAWANDA INDUSTRIAL PARK",1,,76
11,3,396,"11D TONAWANDA INDUSTRIAL PARK",1,,76
11,3,397,"11D TONAWANDA INDUSTRIAL PARK",1,,76
11,4,398,"11D TONAWANDA INDUSTRIAL PARK",1,,77
11,4,399,"11D TONAWANDA INDUSTRIAL PARK",1,,77
11,4,400,"11D TONAWANDA INDUSTRIAL PARK",1,,77
11,4,401,"11D TONAWANDA INDUSTRIAL PARK",1,,77
11,4,402,"11D TONAWANDA INDUSTRIAL PARK",1,,77
11,7,403,"11A KENMORE- COLVIN",1,,78
11,8,404,"11A KENMORE- COLVIN",1,,79
11,5,405,"11A PARAMOUNT",1,,80
11,5,406,"11A PARAMOUNT",1,,80
11,5,407,"11A PARAMOUNT",1,,80
11,5,408,"11A PARAMOUNT",1,,80
11,5,409,"11A PARAMOUNT",1,,80
11,5,410,"11A PARAMOUNT",1,,80
11,5,411,"11A PARAMOUNT",1,,80
11,5,412,"11A PARAMOUNT",1,,80
11,6,413,"11A PARAMOUNT",1,,81
11,6,414,"11A PARAMOUNT",1,,81
11,6,415,"11A PARAMOUNT",1,,81
11,6,416,"11A PARAMOUNT",1,,81
11,6,417,"11A PARAMOUNT",1,,81
11,6,418,"11A PARAMOUNT",1,,81
11,6,419,"11A PARAMOUNT",1,,81
11,6,420,"11A PARAMOUNT",1,,81
11,5,421,"11D TONAWANDA INDUSTRIAL PARK",1,,82
11,6,422,"11D TONAWANDA INDUSTRIAL PARK",1,,83
11,5,423,"11D TONAWANDA INDUSTRIAL PARK",1,,84
11,5,424,"11D TONAWANDA INDUSTRIAL PARK",1,,84
11,6,425,"11D TONAWANDA INDUSTRIAL PARK",1,,85
11,6,426,"11D TONAWANDA INDUSTRIAL PARK",1,,85
11,5,427,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,428,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,429,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,430,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,431,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,432,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,433,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,434,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,435,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,436,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,437,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,438,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,5,439,"11D TONAWANDA INDUSTRIAL PARK",1,,86
11,6,440,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,441,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,442,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,443,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,444,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,445,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,446,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,447,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,448,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,449,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,450,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,451,"11D TONAWANDA INDUSTRIAL PARK",1,,87
11,6,452,"11D TONAWANDA INDUSTRIAL PARK",1,,87
110,7,453,"110A BLACK ROCK RIVERSIDE TRANSIT HUB",1,,88
110,8,454,"110A BLACK ROCK RIVERSIDE TRANSIT HUB",1,,89
111,7,455,"111B PERFORMING ARTS",0,,90
111,8,456,"111B PERFORMING ARTS",0,,91
111,7,457,"111A BAILEY",1,,92
111,8,458,"111A BAILEY",1,,93
111,7,459,"111B AMHERST STA",1,,94
111,8,460,"111B AMHERST STA",1,,95
111,7,461,"111B CITY LINE",1,,96
111,8,462,"111B CITY LINE",1,,97
112,7,463,"112A CITY LINE",0,,98
112,8,464,"112A CITY LINE",0,,99
12,1,465,"12A NIAGARA",0,,100
12,1,466,"12A NIAGARA",0,,100
12,1,467,"12A NIAGARA",0,,100
12,1,468,"12A NIAGARA",0,,100
12,1,469,"12A NIAGARA",0,,100
12,1,470,"12A NIAGARA",0,,100
12,1,471,"12A NIAGARA",0,,100
12,1,472,"12A NIAGARA",0,,100
12,1,473,"12A NIAGARA",0,,100
12,1,474,"12A NIAGARA",0,,100
12,1,475,"12A NIAGARA",0,,100
12,1,476,"12A NIAGARA",0,,100
12,1,477,"12A NIAGARA",0,,100
12,1,478,"12A NIAGARA",0,,100
12,1,479,"12A NIAGARA",0,,100
12,1,480,"12A NIAGARA",0,,100
12,1,481,"12A NIAGARA",0,,100
12,1,482,"12A NIAGARA",0,,100
12,1,483,"12A NIAGARA",0,,100
12,1,484,"12A NIAGARA",0,,100
12,1,485,"12A NIAGARA",0,,100
12,1,486,"12A NIAGARA",0,,100
12,1,487,"12A NIAGARA",0,,100
12,1,488,"12A NIAGARA",0,,100
12,1,489,"12A NIAGARA",0,,100
12,1,490,"12A NIAGARA",0,,100
12,1,491,"12A NIAGARA",0,,100
12,1,492,"12A NIAGARA",0,,100
12,2,493,"12A NIAGARA",0,,101
12,2,494,"12A NIAGARA",0,,101
12,2,495,"12A NIAGARA",0,,101
12,2,496,"12A NIAGARA",0,,101
12,2,497,"12A NIAGARA",0,,101
12,2,498,"12A NIAGARA",0,,101
12,2,499,"12A NIAGARA",0,,101
12,2,500,"12A NIAGARA",0,,101
12,2,501,"12A NIAGARA",0,,101
12,2,502,"12A NIAGARA",0,,101
12,2,503,"12A NIAGARA",0,,101
12,2,504,"12A NIAGARA",0,,101
12,2,505,"12A NIAGARA",0,,101
12,2,506,"12A NIAGARA",0,,101
12,2,507,"12A NIAGARA",0,,101
12,2,508,"12A NIAGARA",0,,101
12,2,509,"12A NIAGARA",0,,101
12,2,510,"12A NIAGARA",0,,101
12,2,511,"12A NIAGARA",0,,101
12,2,512,"12A NIAGARA",0,,101
12,2,513,"12A NIAGARA",0,,101
12,2,514,"12A NIAGARA",0,,101
12,2,515,"12A NIAGARA",0,,101
12,2,516,"12A NIAGARA",0,,101
12,2,517,"12A NIAGARA",0,,101
12,2,518,"12A NIAGARA",0,,101
12,2,519,"12A NIAGARA",0,,101
12,2,520,"12A NIAGARA",0,,101
12,3,521,"12A NIAGARA",0,,102
12,3,522,"12A NIAGARA",0,,102
12,3,523,"12A NIAGARA",0,,102
12,3,524,"12A NIAGARA",0,,102
12,3,525,"12A NIAGARA",0,,102
12,3,526,"12A NIAGARA",0,,102
12,3,527,"12A NIAGARA",0,,102
12,3,528,"12A NIAGARA",0,,102
12,3,529,"12A NIAGARA",0,,102
12,3,530,"12A NIAGARA",0,,102
12,3,531,"12A NIAGARA",0,,102
12,3,532,"12A NIAGARA",0,,102
12,3,533,"12A NIAGARA",0,,102
12,3,534,"12A NIAGARA",0,,102
12,3,535,"12A NIAGARA",0,,102
12,3,536,"12A NIAGARA",0,,102
12,3,537,"12A NIAGARA",0,,102
12,3,538,"12A NIAGARA",0,,102
12,3,539,"12A NIAGARA",0,,102
12,3,540,"12A NIAGARA",0,,102
12,3,541,"12A NIAGARA",0,,102
12,3,542,"12A NIAGARA",0,,102
12,3,543,"12A NIAGARA",0,,102
12,3,544,"12A NIAGARA",0,,102
12,3,545,"12A NIAGARA",0,,102
12,3,546,"12A NIAGARA",0,,102
12,3,547,"12A NIAGARA",0,,102
12,4,548,"12A NIAGARA",0,,103
12,4,549,"12A NIAGARA",0,,103
12,4,550,"12A NIAGARA",0,,103
12,4,551,"12A NIAGARA",0,,103
12,4,552,"12A NIAGARA",0,,103
12,4,553,"12A NIAGARA",0,,103
12,4,554,"12A NIAGARA",0,,103
12,4,555,"12A NIAGARA",0,,103
12,4,556,"12A NIAGARA",0,,103
12,4,557,"12A NIAGARA",0,,103
12,4,558,"12A NIAGARA",0,,103
12,4,559,"12A NIAGARA",0,,103
12,4,560,"12A NIAGARA",0,,103
12,4,561,"12A NIAGARA",0,,103
12,4,562,"12A NIAGARA",0,,103
12,4,563,"12A NIAGARA",0,,103
12,4,564,"12A NIAGARA",0,,103
12,4,565,"12A NIAGARA",0,,103
12,4,566,"12A NIAGARA",0,,103
12,4,567,"12A NIAGARA",0,,103
12,4,568,"12A NIAGARA",0,,103
12,4,569,"12A NIAGARA",0,,103
12,4,570,"12A NIAGARA",0,,103
12,4,571,"12A NIAGARA",0,,103
12,4,572,"12A NIAGARA",0,,103
12,4,573,"12A NIAGARA",0,,103
12,4,574,"12A NIAGARA",0,,103
12,5,575,"12A NIAGARA",0,,104
12,5,576,"12A NIAGARA",0,,104
12,5,577,"12A NIAGARA",0,,104
12,5,578,"12A NIAGARA",0,,104
12,5,579,"12A NIAGARA",0,,104
12,5,580,"12A NIAGARA",0,,104
12,5,581,"12A NIAGARA",0,,104
12,5,582,"12A NIAGARA",0,,104
12,5,583,"12A NIAGARA",0,,104
12,5,584,"12A NIAGARA",0,,104
12,5,585,"12A NIAGARA",0,,104
12,5,586,"12A NIAGARA",0,,104
12,5,587,"12A NIAGARA",0,,104
12,5,588,"12A NIAGARA",0,,104
